timestamp,txn_id,name,account_number,account_type,mobile_number,pincode,narration,trans_type,amount,ip_address,device,receiver_account,is_fraud,fraud_type,account_age_days,receiver_name,receiver_pincode,velocity_l6h,churn_rate,ip_account_density,amount_deviation_ratio,daily_limit_fraction,user_risk_score,device_trust_score,is_rooted_or_emulator,device_risk_score,merchant_chargeback_rate,merchant_risk_score,is_vpn_or_proxy,network_risk_score,risk_score,bank_name,receiver_bank
2025-07-01 12:11:14,SB3000207,Sanjay,SB00009100,Savings,9786579303,560001,Layered Transfer,IMPS,44666.03,174.65.52.104,iPhone 15,PN00091111,1,Mule Chain,7,Ramesh Babu,302001,25,0.427,9,1.01,0.919,78.6,50,0,79.2,0.392,73.4,1,67.3,91.7,State Bank of India,Punjab National Bank
2025-07-01 14:27:05,SB3000411,Priya Nair,SB9725456,Salary,9468588126,530001,Purchase,IMPS,632.35,136.177.147.29,Samsung Galaxy S24,SB76964850,0,Normal,500,Anitha Reddy,530001,2,0.236,2,0.29,0.133,9.6,80,0,6.3,0.018,14.1,0,8.3,17.4,State Bank of India,State Bank of India
2025-07-01 12:36:53,SB3000244,Puneet Arora,YS00022643,Savings,9384602384,800001,Shared Device Txn,IMPS,45786.89,103.27.145.232,Xiaomi Redmi Note 13,SB69804203,1,Shared Device,11,Pradeep Yadav,700001,17,0.398,7,1.2,0.858,84.2,40,0,89.3,0.256,87.4,1,68.5,88.6,YES Bank,State Bank of India
2025-07-01 15:14:20,SB3000484,Priya Nair,SB8210103,Savings,9873074192,530001,Purchase,NEFT,3891.43,69.233.0.65,Vivo T2,SB90712387,0,Normal,288,Rahul Gupta,530001,3,0.135,2,0.25,0.19,9.5,90,0,10.0,0.017,16.2,0,9.6,11.6,State Bank of India,State Bank of India
2025-07-01 09:17:22,SB3000016,Sakthi Prakash,SB00009199,Salary,9209747451,600001,Layered Transfer,NEFT,49864.12,117.230.226.77,Vivo T2,SB25898299,1,Mule Chain,6,Puneet Arora,395001,9,0.413,8,0.87,0.964,80.0,60,0,65.5,0.152,62.6,0,74.3,91.5,State Bank of India,State Bank of India
2025-07-01 11:02:20,SB3000133,Sanjay,SB00009100,Savings,9786579303,560001,Layered Transfer,UPI,48719.4,83.98.97.138,iPhone 13,YS00056296,1,Mule Chain,3,Mukesh Joshi,302001,21,0.519,6,1.36,0.952,62.3,70,1,81.4,0.359,90.8,0,76.9,86.7,State Bank of India,YES Bank
2025-07-01 10:01:53,SB3000068,Sanjay,SB00009100,Salary,9786579303,560001,Layered Transfer,NEFT,44364.37,58.84.167.219,iPhone 15,ID00070352,1,Mule Chain,12,Nirav Modi,160001,14,0.451,6,0.86,0.927,87.3,70,0,78.0,0.237,62.0,1,83.5,82.4,State Bank of India,IDFC FIRST Bank
2025-07-01 09:30:56,SB3000031,Mangesh Kadam,ID00076674,Salary,9306468299,560001,Layered Transfer,UPI,48376.14,189.116.148.253,Google Pixel 8,HD00014238,1,Mule Chain,11,Yogesh Nair,302001,11,0.358,4,1.46,0.857,86.3,60,1,82.5,0.109,95.0,1,74.9,77.6,IDFC FIRST Bank,HDFC Bank
2025-07-01 13:10:51,SB3000286,Vijay Kumar,SB5275844,Salary,9187799393,641001,Purchase,IMPS,101.02,209.236.91.202,iPhone 13,SB62741841,0,Normal,173,Arjun Sharma,641001,2,0.275,2,0.19,0.145,16.4,80,0,17.5,0.017,24.3,0,18.1,7.8,State Bank of India,State Bank of India
2025-07-01 12:26:49,SB3000226,Umesh Chandra,SB00053581,Savings,9387484583,560001,Shared Device Txn,UPI,47710.99,103.27.145.232,Xiaomi Redmi Note 13,SB80207530,1,Shared Device,10,Subash Giri,380001,12,0.372,4,1.1,0.943,78.4,40,0,67.2,0.357,72.5,1,75.5,88.0,State Bank of India,State Bank of India
2025-07-01 09:18:42,SB3000017,Sakthi Prakash,SB00009199,Current,9209747451,600001,Layered Transfer,UPI,45718.43,87.101.217.30,Linux Ubuntu 22.04,SB41068214,1,Mule Chain,4,Paresh Trivedi,226001,16,0.489,3,0.84,0.969,78.8,60,1,64.4,0.307,84.5,1,77.5,86.9,State Bank of India,State Bank of India
2025-07-01 12:35:08,SB3000240,Umesh Chandra,SB00053581,Savings,9387484583,560001,Shared Device Txn,UPI,44935.28,103.27.145.232,Xiaomi Redmi Note 13,SB25692379,1,Shared Device,3,Umesh Chandra,530001,12,0.338,6,0.89,0.912,61.0,40,0,72.9,0.236,74.3,1,78.5,80.9,State Bank of India,State Bank of India
2025-07-01 09:11:42,SB3000009,Sandeep Jain,YS00037463,Savings,9969119330,400001,Layered Transfer,RTGS,44296.68,198.216.174.72,Vivo V29,SB00009199,1,Mule Chain,6,Sakthi Prakash,600001,21,0.288,3,1.13,0.962,57.1,60,0,82.8,0.334,82.8,0,93.2,79.8,YES Bank,State Bank of India
2025-07-01 12:43:36,SB3000255,Nilesh Desai,SB00033098,Current,9339670711,110001,Impossible Travel,UPI,46607.77,103.69.212.214,iPhone 15,SB25532025,1,Impossible Travel,10,Paresh Trivedi,600001,19,0.35,5,1.21,0.976,66.8,50,0,75.2,0.346,75.7,1,91.4,95.2,State Bank of India,State Bank of India
2025-07-01 14:08:00,SB3000383,Arjun Sharma,SB3392808,Current,9687482857,400001,Purchase,UPI,2504.58,136.160.86.240,Xiaomi Mi 11X,SB31672470,0,Normal,184,Vijay Kumar,400001,3,0.173,1,0.12,0.142,11.9,80,0,24.6,0.039,13.8,0,18.9,19.1,State Bank of India,State Bank of India
2025-07-01 13:12:34,SB3000290,Lakshmi Iyer,SB2961940,Current,9768615479,452001,Purchase,IMPS,1746.89,198.223.10.42,Xiaomi Mi 11X,SB35796821,0,Normal,390,Deepa Krishnan,452001,2,0.146,1,0.28,0.137,18.8,90,0,18.1,0.011,10.9,0,15.7,19.4,State Bank of India,State Bank of India
2025-07-01 14:07:14,SB3000382,Rekha Singh,SB3363282,Salary,9272922927,700001,Purchase,IMPS,2591.18,206.174.229.202,iPhone 14,SB55502589,0,Normal,298,Deepa Krishnan,700001,3,0.271,2,0.11,0.143,15.2,70,0,9.2,0.032,6.5,0,7.3,14.4,State Bank of India,State Bank of India
2025-07-01 11:27:59,SB3000160,Sanjay,SB00009100,Savings,9786579303,560001,Layered Transfer,IMPS,47777.72,59.97.151.56,Google Pixel 8,SB00097434,1,Mule Chain,10,Sandeep Jain,110001,15,0.415,8,0.83,0.886,55.0,50,0,94.9,0.334,72.4,1,74.2,79.8,State Bank of India,State Bank of India
2025-07-01 12:20:08,SB3000216,Nilesh Desai,BB00006778,Savings,9103807155,462001,Layered Transfer,UPI,44320.52,183.134.82.190,Xiaomi Mi 11X,SB00009199,1,Mule Chain,9,Sakthi Prakash,600001,25,0.282,8,1.29,0.921,60.8,70,0,70.1,0.339,73.4,1,93.7,91.4,Punjab National Bank,State Bank of India
2025-07-01 11:00:59,SB3000132,Sakthi Prakash,SB00009199,Savings,9204078666,600001,Layered Transfer,UPI,49833.13,112.160.218.190,iPhone 15,SB49731424,1,Mule Chain,2,Kamlesh Shah,440001,8,0.498,8,1.25,0.899,90.8,60,0,73.0,0.203,64.0,1,93.7,81.5,State Bank of India,State Bank of India
2025-07-01 14:02:15,SB3000373,Arjun Sharma,SB7967320,Savings,9101299672,800001,Purchase,UPI,139.52,129.197.75.91,Linux Ubuntu 22.04,SB48499846,0,Normal,265,Lakshmi Iyer,800001,3,0.277,1,0.25,0.198,8.4,80,0,12.1,0.033,7.4,0,18.8,18.8,State Bank of India,State Bank of India
2025-07-01 13:58:17,SB3000365,Vijay Kumar,SB7099881,Current,9426800512,452001,Purchase,UPI,502.5,23.66.169.93,Realme 11 Pro,SB89042306,0,Normal,420,Deepa Krishnan,452001,1,0.23,1,0.28,0.017,6.6,90,0,19.9,0.01,16.7,0,18.7,14.8,State Bank of India,State Bank of India
2025-07-01 09:42:57,SB3000046,Sanjay,SB00009100,Savings,9786579303,560001,Layered Transfer,NEFT,49344.56,195.166.28.59,Google Pixel 8,SB00053581,1,Mule Chain,8,Umesh Chandra,560001,11,0.472,4,1.01,0.857,71.8,70,0,63.9,0.372,80.9,0,82.1,88.8,State Bank of India,State Bank of India
2025-07-01 11:22:42,SB3000154,Sakthi Prakash,SB00009199,Savings,9530613729,600001,Layered Transfer,RTGS,48249.51,103.42.240.225,iPhone 15,SB74628070,1,Mule Chain,11,Lalit Modi,452001,13,0.247,7,0.83,0.936,57.2,60,0,78.1,0.222,93.9,0,90.7,92.5,State Bank of India,State Bank of India
2025-07-01 11:23:38,SB3000155,Sakthi Prakash,SB00009199,Savings,9530613729,600001,Layered Transfer,NEFT,49588.8,173.73.93.160,Xiaomi Redmi Note 13,SB39070676,1,Mule Chain,4,Jignesh Parmar,452001,18,0.523,7,1.21,0.884,70.4,40,0,67.1,0.358,77.7,1,88.9,89.5,State Bank of India,State Bank of India
2025-07-01 09:33:15,SB3000033,Yogesh Nair,HD00014238,Salary,9508157429,302001,Layered Transfer,UPI,48881.77,182.186.83.95,Oppo Reno 11,SB00009199,1,Mule Chain,6,Sakthi Prakash,600001,19,0.534,8,1.45,0.86,88.3,40,1,63.4,0.322,88.4,0,80.5,88.5,HDFC Bank,State Bank of India
2025-07-01 15:13:46,SB3000483,Vijay Kumar,SB4187908,Salary,9991949146,560001,Purchase,UPI,4532.58,53.155.31.54,OnePlus Nord 3,SB42741152,0,Normal,449,Rahul Gupta,560001,2,0.12,1,0.2,0.127,7.9,70,0,13.8,0.026,7.0,0,13.8,14.0,State Bank of India,State Bank of India
2025-07-01 15:15:39,SB3000487,Lakshmi Iyer,SB3347640,Current,9923612160,641001,Purchase,NEFT,117.01,200.103.106.170,Xiaomi Redmi Note 13,SB49566968,0,Normal,576,Deepa Krishnan,641001,1,0.164,2,0.2,0.112,8.0,70,0,17.4,0.025,10.5,0,6.1,7.4,State Bank of India,State Bank of India
2025-07-01 14:35:42,SB3000423,Deepa Krishnan,SB3648501,Current,9180291323,560001,Purchase,IMPS,2885.27,152.159.204.159,Samsung Galaxy A54,SB83275043,0,Normal,507,Arjun Sharma,560001,3,0.194,2,0.3,0.006,11.3,70,0,11.7,0.039,7.8,0,13.2,16.0,State Bank of India,State Bank of India
2025-07-01 12:37:13,SB3000245,Umesh Chandra,SB00053581,Savings,9387484583,560001,Shared Device Txn,IMPS,46752.76,103.27.145.232,Xiaomi Redmi Note 13,SB80504712,1,Shared Device,8,Vikas Sharma,530001,16,0.268,7,1.12,0.855,65.2,40,0,76.6,0.292,87.9,1,70.0,93.0,State Bank of India,State Bank of India
2025-07-01 11:53:05,SB3000190,Nirav Modi,KT00042441,Savings,9907308348,560001,Layered Transfer,NEFT,47428.08,137.51.37.138,Google Pixel 8,AX00035760,1,Mule Chain,4,Amit Khanna,641001,21,0.548,9,0.9,0.99,91.7,60,0,79.5,0.385,64.1,1,89.4,78.5,Kotak Mahindra Bank,Axis Bank
2025-07-01 14:03:42,SB3000376,Rahul Gupta,SB9996153,Savings,9512990369,160001,Purchase,UPI,2913.2,127.112.44.61,Realme 11 Pro,SB10384682,0,Normal,254,Priya Nair,160001,2,0.212,1,0.38,0.012,10.2,70,0,10.9,0.011,22.1,0,19.6,18.7,State Bank of India,State Bank of India
2025-07-01 10:00:44,SB3000066,Sakthi Prakash,SB00009199,Savings,9528853029,600001,Layered Transfer,RTGS,47604.63,67.71.244.83,Samsung Galaxy S24,SB95728324,1,Mule Chain,6,Kailash Borah,395001,20,0.282,9,0.99,0.899,78.3,40,1,82.9,0.308,62.2,0,76.3,78.8,State Bank of India,State Bank of India
2025-07-01 10:37:53,SB3000108,Sakthi Prakash,SB00009199,Current,9797801251,600001,Layered Transfer,UPI,48774.86,103.42.240.225,Vivo V29,SB22345163,1,Mule Chain,9,Rupesh Pandey,600001,8,0.334,6,0.92,0.882,62.5,60,1,90.9,0.11,81.7,0,82.7,87.0,State Bank of India,State Bank of India
2025-07-01 12:28:28,SB3000230,Ramesh Babu,YS00071678,Savings,9242068763,530001,Shared Device Txn,UPI,45948.17,103.27.145.232,Xiaomi Redmi Note 13,SB14307663,1,Shared Device,14,Vivek Malhotra,110001,14,0.277,7,1.03,0.834,70.3,40,0,87.2,0.301,84.7,1,80.9,89.0,YES Bank,State Bank of India
2025-07-01 13:36:56,SB3000331,Vijay Kumar,SB1737173,Savings,9334677931,641001,Purchase,NEFT,1521.64,173.255.52.183,Motorola G84,SB86397410,0,Normal,237,Vijay Kumar,641001,1,0.22,2,0.3,0.194,15.4,80,0,8.5,0.039,18.8,0,19.7,15.0,State Bank of India,State Bank of India
2025-07-01 14:31:42,SB3000418,Rahul Gupta,SB7533541,Savings,9723348011,600001,Purchase,NEFT,189.74,186.227.21.233,Realme 11 Pro,SB28697002,0,Normal,389,Rahul Gupta,600001,2,0.102,1,0.21,0.171,12.5,80,0,23.1,0.029,15.3,0,7.6,7.3,State Bank of India,State Bank of India
2025-07-01 14:38:24,SB3000428,Priya Nair,SB8386629,Salary,9920544895,380001,Purchase,NEFT,4766.16,25.255.17.70,Xiaomi Redmi Note 13,SB88952257,0,Normal,346,Vijay Kumar,380001,1,0.112,2,0.25,0.173,10.8,70,0,9.5,0.022,18.2,0,13.0,14.9,State Bank of India,State Bank of India
2025-07-01 14:59:21,SB3000462,Lakshmi Iyer,SB1567905,Current,9853002567,530001,Purchase,UPI,3154.77,22.81.215.122,Realme Narzo 60,SB55187329,0,Normal,481,Arjun Sharma,530001,1,0.283,2,0.15,0.109,16.3,80,0,21.2,0.026,16.5,0,11.5,11.0,State Bank of India,State Bank of India
2025-07-01 13:47:53,SB3000350,Arjun Sharma,SB7410589,Current,9778962940,440001,Purchase,IMPS,2236.69,22.61.59.22,iPhone 15,SB75661787,0,Normal,478,Rekha Singh,440001,1,0.217,2,0.18,0.149,16.9,70,0,12.7,0.05,19.1,0,9.5,6.9,State Bank of India,State Bank of India
2025-07-01 12:52:30,SB3000264,Sakthi Prakash,SB00009199,Current,9204078666,110001,Impossible Travel,UPI,47794.73,103.69.212.214,iPhone 15,SB53274663,1,Impossible Travel,13,Rajesh Gupta,600001,19,0.225,4,1.0,0.925,82.9,50,0,73.5,0.254,74.1,1,80.9,88.4,State Bank of India,State Bank of India
2025-07-01 11:24:20,SB3000156,Sakthi Prakash,SB00009199,Salary,9530613729,600001,Layered Transfer,UPI,46807.63,103.42.240.225,Windows 11 PC,SB92510102,1,Mule Chain,10,Rakesh Agarwal,110001,8,0.514,9,1.27,0.915,71.8,40,1,68.0,0.341,87.6,1,72.3,94.3,State Bank of India,State Bank of India
2025-07-01 10:36:37,SB3000107,Sakthi Prakash,SB00009199,Savings,9797801251,600001,Layered Transfer,UPI,44183.38,103.42.240.225,iPhone 14,SB64276605,1,Mule Chain,3,Jignesh Parmar,160001,8,0.222,9,1.49,0.87,87.9,60,0,80.4,0.178,88.4,0,94.9,79.7,State Bank of India,State Bank of India
2025-07-01 14:52:56,SB3000453,Rekha Singh,SB1237053,Savings,9394828690,641001,Purchase,NEFT,4107.36,129.156.188.160,Vivo V29,SB44191883,0,Normal,437,Rekha Singh,641001,1,0.219,1,0.32,0.056,8.9,70,0,7.5,0.029,17.9,0,10.7,13.6,State Bank of India,State Bank of India
2025-07-01 12:05:04,SB3000202,Sakthi Prakash,SB00009199,Current,9424825305,600001,Layered Transfer,IMPS,47368.79,89.211.44.128,Realme 11 Pro,SB62286700,1,Mule Chain,9,Mahesh Iyer,600001,17,0.276,5,0.92,0.906,56.5,50,0,75.5,0.107,76.9,0,66.7,97.2,State Bank of India,State Bank of India
2025-07-01 15:23:18,SB3000499,Anitha Reddy,SB8080336,Current,9809960056,462001,Purchase,UPI,2905.26,28.197.24.204,OnePlus 12,SB34450775,0,Normal,157,Anitha Reddy,462001,3,0.107,1,0.15,0.065,13.6,80,0,22.2,0.013,22.4,0,19.6,11.1,State Bank of India,State Bank of India
2025-07-01 15:07:23,SB3000474,Anitha Reddy,SB3071885,Savings,9524933004,682001,Purchase,UPI,1072.3,48.148.91.222,iPhone 13,SB63836946,0,Normal,431,Lakshmi Iyer,682001,2,0.25,2,0.37,0.056,16.6,90,0,7.1,0.045,24.2,0,16.4,9.8,State Bank of India,State Bank of India
2025-07-01 11:03:58,SB3000135,Sanjay,SB00009100,Salary,9786579303,560001,Layered Transfer,RTGS,44068.7,62.38.251.83,iPhone 15,YS00056296,1,Mule Chain,6,Mukesh Joshi,302001,9,0.377,7,1.25,0.91,64.4,70,1,88.0,0.234,90.0,1,71.1,98.5,State Bank of India,YES Bank
2025-07-01 11:19:03,SB3000150,Rajesh Gupta,CN00007630,Current,9800235246,160001,Layered Transfer,IMPS,49179.53,43.121.85.105,Samsung Galaxy S24,SB00009199,1,Mule Chain,12,Sakthi Prakash,600001,10,0.495,9,1.38,0.984,62.9,40,0,91.2,0.355,82.1,1,86.9,80.1,Canara Bank,State Bank of India
2025-07-01 09:05:02,SB3000003,Sanjay,SB00009100,Salary,9786579303,560001,Layered Transfer,NEFT,48052.46,193.44.216.9,iPhone 15,SB00029657,1,Mule Chain,12,Pradeep Yadav,800001,18,0.418,8,1.39,0.958,67.0,60,1,71.4,0.309,79.4,0,74.7,97.6,State Bank of India,State Bank of India
2025-07-01 11:32:24,SB3000166,Sandeep Jain,SB00097434,Current,9682177668,110001,Layered Transfer,NEFT,46153.96,167.117.51.185,Realme Narzo 60,CN00008455,1,Mule Chain,5,Suresh Pillai,560001,25,0.351,6,0.94,0.97,84.5,70,0,66.2,0.25,94.8,1,87.5,82.2,State Bank of India,Canara Bank
2025-07-01 13:03:23,SB3000274,Lakshmi Iyer,SB6048065,Savings,9983375690,302001,Purchase,UPI,1501.17,61.224.162.226,Linux Ubuntu 22.04,SB64531161,0,Normal,554,Priya Nair,302001,2,0.273,2,0.24,0.083,17.6,90,0,13.4,0.046,7.0,0,7.4,8.9,State Bank of India,State Bank of India
2025-07-01 12:40:30,SB3000252,Rohit Saxena,PN00003552,Savings,9220117054,641001,Shared Device Txn,UPI,45749.55,103.27.145.232,Xiaomi Redmi Note 13,SB11378737,1,Shared Device,15,Rajesh Gupta,600001,19,0.291,5,0.89,0.87,62.7,40,0,86.1,0.385,88.7,1,73.7,80.9,Punjab National Bank,State Bank of India
2025-07-01 11:33:42,SB3000169,Sandeep Jain,SB00097434,Current,9682177668,110001,Layered Transfer,UPI,44737.74,34.25.244.129,iPhone 15,CN00008455,1,Mule Chain,3,Suresh Pillai,560001,23,0.392,3,1.34,0.929,94.8,40,1,81.6,0.125,92.6,1,70.8,80.9,State Bank of India,Canara Bank
2025-07-01 11:34:38,SB3000170,Sandeep Jain,SB00097434,Salary,9682177668,110001,Layered Transfer,NEFT,46614.65,34.25.244.129,Realme Narzo 60,CN00008455,1,Mule Chain,9,Suresh Pillai,560001,22,0.541,7,1.45,0.932,60.4,50,1,82.1,0.291,79.7,1,91.8,86.6,State Bank of India,Canara Bank
2025-07-01 14:53:48,SB3000454,Vijay Kumar,SB4511583,Savings,9102867735,452001,Purchase,UPI,4945.65,43.75.73.43,Oppo A78,SB10033134,0,Normal,315,Arjun Sharma,452001,1,0.127,2,0.23,0.094,9.5,70,0,9.8,0.023,20.5,0,15.6,10.3,State Bank of India,State Bank of India
2025-07-01 11:15:09,SB3000146,Rajesh Gupta,CN00007630,Salary,9800235246,160001,Layered Transfer,UPI,46554.85,43.121.85.105,Windows 11 PC,SB00009199,1,Mule Chain,3,Sakthi Prakash,600001,9,0.445,3,1.05,0.925,66.6,60,0,69.9,0.378,73.3,0,76.6,87.8,Canara Bank,State Bank of India
2025-07-01 10:55:34,SB3000126,Ramesh Babu,YS00071678,Savings,9242068763,530001,Layered Transfer,IMPS,48278.6,76.181.114.191,Vivo T2,SB00009199,1,Mule Chain,7,Sakthi Prakash,600001,19,0.291,5,1.12,0.868,57.1,40,1,91.1,0.25,90.4,1,78.5,84.9,YES Bank,State Bank of India
2025-07-01 14:33:46,SB3000421,Anitha Reddy,SB4350987,Savings,9371114382,530001,Purchase,NEFT,2198.82,93.115.103.190,iPhone 13,SB68258950,0,Normal,566,Rekha Singh,530001,1,0.216,1,0.16,0.162,18.4,80,0,20.5,0.031,22.3,0,10.1,15.2,State Bank of India,State Bank of India
2025-07-01 12:33:24,SB3000237,Mangesh Kadam,ID00076674,Savings,9306468299,560001,Shared Device Txn,IMPS,44506.39,103.27.145.232,Xiaomi Redmi Note 13,SB62436517,1,Shared Device,5,Paresh Trivedi,560001,11,0.283,4,1.15,0.899,86.2,40,0,78.0,0.307,72.3,1,89.2,87.7,IDFC FIRST Bank,State Bank of India
2025-07-01 09:38:09,SB3000039,Yogesh Nair,HD00014238,Savings,9508157429,302001,Layered Transfer,NEFT,45393.99,214.38.90.244,Oppo A78,SB00009199,1,Mule Chain,9,Sakthi Prakash,600001,22,0.438,7,1.25,0.998,67.9,60,0,75.4,0.241,82.1,1,80.7,83.4,HDFC Bank,State Bank of India
2025-07-01 13:08:03,SB3000282,Vijay Kumar,SB4563416,Salary,9104429962,530001,Purchase,IMPS,3838.9,66.213.39.64,Oppo A78,SB22657432,0,Normal,318,Priya Nair,530001,2,0.236,1,0.22,0.118,19.3,80,0,8.1,0.009,21.6,0,14.9,11.8,State Bank of India,State Bank of India
2025-07-01 09:56:57,SB3000062,Sakthi Prakash,SB00009199,Salary,9528853029,600001,Layered Transfer,IMPS,49381.53,69.126.142.143,iPhone 15,SB55946354,1,Mule Chain,6,Nitin Goyal,641001,17,0.447,8,1.29,0.898,69.0,60,1,64.3,0.303,73.3,1,88.6,97.9,State Bank of India,State Bank of India
2025-07-01 09:12:04,SB3000010,Sandeep Jain,YS00037463,Current,9969119330,400001,Layered Transfer,UPI,47665.88,75.238.131.197,Windows 11 PC,SB00009199,1,Mule Chain,11,Sakthi Prakash,600001,11,0.472,4,1.48,0.866,56.0,60,1,73.9,0.315,62.7,0,63.6,93.5,YES Bank,State Bank of India
2025-07-01 14:46:05,SB3000443,Vijay Kumar,SB9224559,Salary,9521132336,452001,Purchase,IMPS,1798.5,143.151.49.57,iPhone 15,SB48556908,0,Normal,364,Rahul Gupta,452001,2,0.149,2,0.13,0.093,9.8,70,0,12.0,0.023,7.6,0,18.2,17.6,State Bank of India,State Bank of India
2025-07-01 13:27:25,SB3000315,Rekha Singh,SB4376603,Savings,9466738585,700001,Purchase,UPI,3345.94,197.239.169.219,MacBook Pro,SB85980240,0,Normal,321,Vijay Kumar,700001,2,0.166,1,0.24,0.158,5.6,70,0,23.4,0.034,18.9,0,12.0,8.2,State Bank of India,State Bank of India
2025-07-01 11:42:39,SB3000180,Sakthi Prakash,SB00009199,Salary,9721609600,600001,Layered Transfer,NEFT,44597.23,65.212.54.197,Realme 11 Pro,SB41006711,1,Mule Chain,12,Nitin Goyal,682001,22,0.446,6,1.42,0.875,62.2,70,1,83.0,0.26,81.0,1,91.6,88.2,State Bank of India,State Bank of India
2025-07-01 13:03:42,SB3000275,Deepa Krishnan,SB6482263,Current,9846476162,395001,Purchase,UPI,3814.64,184.94.227.203,Linux Ubuntu 22.04,SB28265989,0,Normal,151,Lakshmi Iyer,395001,1,0.226,2,0.27,0.022,8.7,90,0,24.4,0.042,20.3,0,17.7,15.3,State Bank of India,State Bank of India
2025-07-01 11:13:58,SB3000145,Mukesh Joshi,YS00056296,Savings,9297018781,302001,Layered Transfer,NEFT,49103.21,83.38.226.207,Vivo T2,CN00007630,1,Mule Chain,12,Rajesh Gupta,160001,10,0.461,4,0.82,0.958,56.5,40,0,66.2,0.176,62.5,0,91.9,84.8,YES Bank,Canara Bank
2025-07-01 11:35:09,SB3000171,Suresh Pillai,CN00008455,Current,9645276696,560001,Layered Transfer,NEFT,46606.98,37.34.120.104,iPhone 13,SB00009199,1,Mule Chain,4,Sakthi Prakash,600001,19,0.3,7,0.81,0.988,92.9,70,1,60.3,0.229,70.3,0,87.9,88.2,Canara Bank,State Bank of India
2025-07-01 09:27:35,SB3000026,Sanjay,SB00009100,Salary,9786579303,560001,Layered Transfer,UPI,47706.66,116.40.150.213,MacBook Pro,ID00076674,1,Mule Chain,7,Mangesh Kadam,560001,12,0.232,5,1.03,0.912,63.0,60,1,89.1,0.177,88.9,1,93.9,82.1,State Bank of India,IDFC FIRST Bank
2025-07-01 10:30:00,SB3000098,Pradeep Yadav,ID00012226,Salary,9885879795,452001,Layered Transfer,UPI,46276.72,214.64.65.169,Realme 11 Pro,YS00022643,1,Mule Chain,7,Puneet Arora,800001,12,0.335,9,1.2,0.905,82.3,70,0,60.6,0.12,69.2,0,92.3,97.8,IDFC FIRST Bank,YES Bank
2025-07-01 14:00:53,SB3000370,Arjun Sharma,SB5317535,Salary,9781080390,682001,Purchase,IMPS,2763.37,133.112.166.69,OnePlus 12,SB88069593,0,Normal,472,Lakshmi Iyer,682001,1,0.189,2,0.21,0.18,6.4,70,0,14.2,0.042,8.5,0,13.5,19.2,State Bank of India,State Bank of India
2025-07-01 13:41:40,SB3000340,Arjun Sharma,SB2338986,Current,9192027258,411001,Purchase,NEFT,640.91,36.175.15.150,OnePlus Nord 3,SB74142265,0,Normal,398,Arjun Sharma,411001,1,0.112,1,0.3,0.158,5.6,70,0,15.4,0.005,17.1,0,19.8,16.4,State Bank of India,State Bank of India
2025-07-01 12:17:15,SB3000213,Nilesh Desai,BB00006778,Salary,9103807155,462001,Layered Transfer,UPI,47050.0,183.134.82.190,Samsung Galaxy M34,SB00009199,1,Mule Chain,12,Sakthi Prakash,600001,25,0.479,5,1.23,0.986,76.4,40,1,75.9,0.372,80.1,1,74.7,98.1,Punjab National Bank,State Bank of India
2025-07-01 14:52:01,SB3000452,Vijay Kumar,SB8765840,Savings,9454525036,452001,Purchase,IMPS,3606.25,54.84.242.3,Realme Narzo 60,SB65875235,0,Normal,241,Anitha Reddy,452001,2,0.113,1,0.19,0.038,15.4,90,0,14.2,0.009,17.5,0,13.9,6.0,State Bank of India,State Bank of India
2025-07-01 10:19:59,SB3000087,Sakthi Prakash,SB00009199,Current,9645098869,600001,Layered Transfer,RTGS,49486.54,79.207.94.48,Vivo T2,SB42737441,1,Mule Chain,8,Sumit Bansal,411001,8,0.458,4,1.11,0.914,55.2,50,0,69.7,0.311,87.9,0,88.0,87.9,State Bank of India,State Bank of India
2025-07-01 09:36:18,SB3000037,Yogesh Nair,HD00014238,Savings,9508157429,302001,Layered Transfer,UPI,48508.55,182.186.83.95,iPhone 14,SB00009199,1,Mule Chain,8,Sakthi Prakash,600001,25,0.446,7,1.19,0.95,69.2,70,0,75.3,0.238,62.7,1,80.2,88.8,HDFC Bank,State Bank of India
2025-07-01 12:39:46,SB3000250,Dinesh Patel,SB00021033,Savings,9773715057,411001,Shared Device Txn,IMPS,46670.85,103.27.145.232,Xiaomi Redmi Note 13,SB20254278,1,Shared Device,4,Mukesh Joshi,400001,17,0.32,6,0.87,0.888,89.6,40,0,78.1,0.393,69.3,1,72.6,91.4,State Bank of India,State Bank of India
2025-07-01 14:46:51,SB3000444,Lakshmi Iyer,SB1485910,Current,9387681056,380001,Purchase,IMPS,1091.23,220.209.31.144,Realme Narzo 60,SB45112062,0,Normal,495,Deepa Krishnan,380001,2,0.178,2,0.23,0.052,5.8,80,0,19.6,0.02,21.4,0,9.6,11.1,State Bank of India,State Bank of India
2025-07-01 14:38:00,SB3000427,Rekha Singh,SB6078780,Current,9937742398,440001,Purchase,IMPS,1477.56,187.125.136.82,Motorola G84,SB77571298,0,Normal,203,Priya Nair,440001,2,0.28,2,0.18,0.041,7.1,90,0,9.6,0.038,9.2,0,10.6,17.2,State Bank of India,State Bank of India
