timestamp,txn_id,name,account_number,account_type,mobile_number,pincode,narration,trans_type,amount,ip_address,device,receiver_account,is_fraud,fraud_type,account_age_days,receiver_name,receiver_pincode,velocity_l6h,churn_rate,ip_account_density,amount_deviation_ratio,daily_limit_fraction,user_risk_score,device_trust_score,is_rooted_or_emulator,device_risk_score,merchant_chargeback_rate,merchant_risk_score,is_vpn_or_proxy,network_risk_score,risk_score
2025-06-01 10:55:58,2987421,Anitha Reddy,SB00017188,Salary,9785765525,110001,Purchase Category W,Online Transfer,107.95,103.247.179.127,Unknown Device,COLL48,0,Normal,308.0,Priya Sharma,110001,3.0,0.282,2,0.72,0.001,20.4,70.0,0,20.0,0.005,13.2,0,7.8,15.3
2025-06-01 10:55:59,2987422,Manoj Patel,SB00015497,Salary,9691671765,560001,Purchase Category W,Online Transfer,39.0,103.86.124.128,Unknown Device,COLL21,0,Normal,173.0,Priya Sharma,560001,1.0,0.136,1,0.26,0.0,9.1,70.0,0,20.0,0.005,16.4,0,7.3,13.2
2025-06-01 10:57:16,2987423,Balaji Natarajan,SB00010267,Savings,9386948016,110001,Purchase Category W,Online Transfer,29.95,103.253.33.129,Unknown Device,COLL92,0,Normal,567.0,Priya Sharma,110001,1.0,0.113,2,0.2,0.0,13.7,70.0,0,20.0,0.005,11.3,0,19.0,16.0
2025-06-01 10:57:21,2987424,Karthik Rajan,SB00003278,Savings,9525098643,110001,Purchase Category W,Online Transfer,1472.47,103.161.109.130,Unknown Device,COLL48,0,Normal,591.0,Priya Sharma,110001,2.0,0.21,2,9.88,0.01,99.0,70.0,0,20.0,0.005,12.7,0,7.8,34.9
2025-06-01 10:57:27,2987425,Arun Menon,SB00015066,Savings,9866208628,600040,Purchase Category H,Net Banking,30.0,103.133.157.131,iOS Device,COLL12,0,Normal,366.0,Anjali Gupta,600040,3.0,0.16,1,0.2,0.0,14.6,90.0,0,10.0,0.005,13.0,0,5.9,10.9
2025-06-01 10:58:34,2987426,Vijay Kumar,SB00015813,Current,9135015234,400001,Purchase Category W,Online Transfer,226.0,103.121.29.132,Unknown Device,COLL77,0,Normal,73.0,Karan Malhotra,400001,3.0,0.313,1,1.52,0.002,29.5,70.0,0,20.0,0.005,12.0,0,19.6,20.3
2025-06-01 10:58:45,2987427,Lakshmi Iyer,SB00015773,Salary,9615215413,560001,Purchase Category W,Online Transfer,100.0,103.9.1.133,Unknown Device,COLL82,0,Normal,338.0,Karan Malhotra,560001,2.0,0.389,2,0.67,0.001,24.7,70.0,0,20.0,0.005,8.6,0,22.2,18.9
2025-06-01 10:58:50,2987428,Arjun Sharma,SB00015066,Savings,9642854630,600040,Purchase Category W,Online Transfer,222.48,103.109.247.134,Unknown Device,COLL85,0,Normal,415.0,Anjali Gupta,600040,3.0,0.159,2,1.49,0.001,37.0,70.0,0,20.0,0.005,13.4,0,11.5,20.5
2025-06-01 11:00:54,2987429,Deepa Krishnan,SB00009300,Savings,9397408002,600001,Purchase Category C,Mobile Banking,7.49,103.70.175.135,Windows,COLL71,0,Normal,271.0,Karan Malhotra,600001,2.0,0.23,2,0.05,0.0,11.3,85.0,0,15.0,0.125,60.6,1,87.2,43.5
2025-06-01 11:00:54,2987430,Sindhu Rao,SB00001906,Salary,9839742084,600001,Purchase Category W,Online Transfer,53.95,103.44.58.136,Unknown Device,COLL87,0,Normal,158.0,Anjali Gupta,600001,2.0,0.315,2,0.36,0.0,17.4,70.0,0,20.0,0.005,12.3,0,22.4,18.0
2025-06-01 11:01:01,2987431,Arjun Sharma,SB00015066,Current,9318719926,600040,Purchase Category W,Online Transfer,164.95,103.29.149.137,Unknown Device,COLL76,0,Normal,35.0,Priya Sharma,600040,1.0,0.254,1,1.11,0.001,25.0,70.0,0,20.0,0.005,15.1,0,14.4,18.6
2025-06-01 11:01:09,2987432,Arjun Sharma,SB00012686,Savings,9503718771,400001,Purchase Category W,Online Transfer,57.95,103.214.45.138,Unknown Device,COLL34,0,Normal,169.0,Anjali Gupta,400001,2.0,0.386,2,0.39,0.0,16.5,70.0,0,20.0,0.005,16.9,0,13.2,16.6
2025-06-01 11:01:16,2987433,Rahul Gupta,SB00017364,Salary,9827826086,110001,Purchase Category R,Net Banking,100.0,103.158.28.139,iOS Device,COLL93,0,Normal,62.0,Anjali Gupta,110001,2.0,0.206,1,0.67,0.001,24.0,90.0,0,10.0,0.005,14.7,0,13.2,15.5
2025-06-01 11:01:17,2987434,Balaji Natarajan,SB00004097,Savings,9609916068,110001,Purchase Category H,Net Banking,50.0,103.179.169.140,iOS Device,COLL59,0,Normal,409.0,Priya Sharma,110001,1.0,0.203,1,0.34,0.0,18.4,90.0,0,10.0,0.005,13.7,0,9.3,12.8
2025-06-01 11:01:20,2987435,Balaji Natarajan,SB00010616,Salary,9105782598,600001,Purchase Category H,Net Banking,25.0,103.74.233.141,Windows,COLL21,0,Normal,280.0,Priya Sharma,600001,1.0,0.187,2,0.17,0.0,13.4,85.0,0,15.0,0.005,13.6,0,6.3,12.1
2025-06-01 11:01:34,2987436,Rekha Singh,SB00015063,Current,9486748154,560001,Purchase Category W,Online Transfer,100.0,103.19.109.142,Unknown Device,COLL65,0,Normal,281.0,Karan Malhotra,560001,2.0,0.279,2,0.67,0.001,23.6,70.0,0,20.0,0.005,12.7,0,6.5,15.7
2025-06-01 11:01:46,2987437,Suresh Babu,SB00006019,Current,9148447692,600001,Purchase Category H,Net Banking,100.0,103.130.150.143,iOS Device,COLL86,0,Normal,427.0,Karan Malhotra,600001,2.0,0.283,1,0.67,0.001,19.2,90.0,0,10.0,0.005,16.3,0,10.4,14.0
2025-06-01 11:01:46,2987438,Anitha Reddy,SB00015885,Salary,9858778643,400001,Purchase Category C,Mobile Banking,12.33,103.3.76.144,Unknown Device,COLL13,0,Normal,438.0,Anjali Gupta,400001,1.0,0.178,1,0.08,0.0,9.0,70.0,0,20.0,0.125,60.8,1,81.0,42.7
2025-06-01 11:02:09,2987439,Rahul Gupta,SB00012730,Current,9202339413,600040,Purchase Category C,Net Banking,66.89,103.47.242.145,SM-P550 Build/MMB29M,COLL69,0,Normal,662.0,Priya Sharma,600040,2.0,0.112,2,0.45,0.0,13.9,30.0,1,80.0,0.125,63.3,1,81.0,59.5
2025-06-01 11:03:23,2987440,Vijay Kumar,SB00010486,Salary,9772949110,560001,Purchase Category W,Online Transfer,100.0,103.57.185.146,Unknown Device,COLL25,0,Normal,88.0,Anjali Gupta,560001,3.0,0.255,1,0.67,0.001,21.9,70.0,0,20.0,0.005,12.1,0,24.1,19.5
2025-06-01 11:03:29,2987441,Meena Pillai,SB00014858,Current,9818590103,602117,Purchase Category W,Online Transfer,107.95,103.117.243.147,Unknown Device,COLL92,0,Normal,522.0,Anjali Gupta,602117,3.0,0.152,2,0.72,0.001,18.6,70.0,0,20.0,0.005,8.6,0,24.9,18.0
2025-06-01 11:03:31,2987442,Vijay Kumar,SB00001893,Savings,9313080059,560001,Purchase Category W,Online Transfer,3162.95,103.74.79.148,Unknown Device,COLL21,0,Normal,107.0,Priya Sharma,560001,3.0,0.314,2,21.22,0.021,99.0,70.0,0,20.0,0.005,9.1,0,12.6,35.2
2025-06-01 11:03:40,2987443,Meena Pillai,SB00005046,Salary,9779580250,110001,Purchase Category C,Mobile Banking,32.33,103.170.126.149,Unknown Device,COLL91,0,Normal,395.0,Anjali Gupta,110001,3.0,0.29,1,0.22,0.0,12.2,70.0,0,20.0,0.125,63.3,1,89.9,46.4
2025-06-01 11:04:03,2987444,Rekha Singh,SB00011207,Salary,9512334667,600001,Purchase Category W,Online Transfer,2267.47,103.209.62.150,Unknown Device,COLL13,0,Normal,128.0,Priya Sharma,600001,2.0,0.229,2,15.22,0.015,99.0,70.0,0,20.0,0.005,7.6,0,18.5,36.3
2025-06-01 11:04:10,2987445,Balaji Natarajan,SB00016661,Salary,9503866294,560001,Purchase Category W,Online Transfer,30.0,103.231.13.151,Unknown Device,COLL87,0,Normal,37.0,Anjali Gupta,560001,1.0,0.2,2,0.2,0.0,16.8,70.0,0,20.0,0.005,11.4,0,22.7,17.7
2025-06-01 11:04:14,2987446,Rahul Gupta,SB00013249,Current,9589642499,110001,Purchase Category R,Net Banking,50.0,103.254.140.152,Windows,COLL11,0,Normal,116.0,Karan Malhotra,110001,3.0,0.327,2,0.34,0.0,16.9,85.0,0,15.0,0.005,15.0,0,15.6,15.6
2025-06-01 11:04:21,2987447,Rahul Gupta,SB00012219,Salary,9280509876,600040,Purchase Category W,Online Transfer,59.0,103.184.13.153,Unknown Device,COLL30,0,Normal,135.0,Karan Malhotra,600040,1.0,0.222,2,0.4,0.0,18.8,70.0,0,20.0,0.005,16.0,0,13.8,17.1
2025-06-01 11:04:30,2987448,Manoj Patel,SB00008320,Savings,9946409529,600040,Purchase Category W,Online Transfer,24.0,103.209.235.154,Unknown Device,COLL65,0,Normal,446.0,Karan Malhotra,600040,1.0,0.108,1,0.16,0.0,15.9,70.0,0,20.0,0.005,11.3,0,15.0,15.6
2025-06-01 11:04:42,2987449,Karthik Rajan,SB00005734,Current,9778338267,600001,Purchase Category H,Net Banking,200.0,103.151.124.155,iOS Device,COLL70,0,Normal,540.0,Priya Sharma,600001,3.0,0.258,1,1.34,0.001,28.0,90.0,0,10.0,0.005,11.4,0,21.9,17.8
2025-06-01 11:04:54,2987450,Sindhu Rao,SB00006550,Salary,9811539654,600040,Purchase Category W,Online Transfer,15.0,103.121.124.156,Unknown Device,COLL18,0,Normal,325.0,Priya Sharma,600040,1.0,0.38,2,0.1,0.0,8.4,70.0,0,20.0,0.005,16.2,0,24.1,17.2
2025-06-01 11:05:31,2987451,Rekha Singh,SB00006344,Salary,9752707663,110001,Purchase Category W,Online Transfer,59.0,103.210.169.157,Unknown Device,COLL24,0,Normal,274.0,Karan Malhotra,110001,1.0,0.246,1,0.4,0.0,16.1,70.0,0,20.0,0.005,7.7,0,8.4,13.1
2025-06-01 11:06:00,2987452,Manoj Patel,SB00002803,Current,9863556797,560001,Purchase Category W,Online Transfer,68.95,103.64.191.158,Unknown Device,COLL14,0,Normal,98.0,Priya Sharma,560001,1.0,0.261,1,0.46,0.0,15.3,70.0,0,20.0,0.005,12.8,0,24.9,18.2
2025-06-01 11:06:49,2987453,Meena Pillai,SB00007511,Current,9357537727,110001,Purchase Category W,Online Transfer,30.0,103.90.80.159,Unknown Device,COLL76,0,Normal,76.0,Karan Malhotra,110001,2.0,0.327,1,0.2,0.0,15.4,70.0,0,20.0,0.005,9.9,0,7.1,13.1
2025-06-01 11:07:06,2987454,Priya Nair,SB00011157,Current,9145332288,400001,Purchase Category W,Online Transfer,59.0,103.128.9.160,Unknown Device,COLL24,0,Normal,543.0,Anjali Gupta,400001,1.0,0.146,2,0.4,0.0,14.2,70.0,0,20.0,0.005,10.8,0,7.2,13.1
2025-06-01 11:07:16,2987455,Rahul Gupta,SB00007508,Salary,9839717329,110001,Purchase Category H,Net Banking,150.0,103.187.14.161,Windows,COLL31,0,Normal,492.0,Priya Sharma,110001,1.0,0.231,1,1.01,0.001,23.9,85.0,0,15.0,0.005,16.1,0,8.8,15.9
2025-06-01 11:07:18,2987456,Sindhu Rao,SB00004461,Salary,9281272842,110001,Purchase Category C,Mobile Banking,7.25,103.83.183.162,SM-J700M Build/MMB29K,COLL18,0,Normal,165.0,Anjali Gupta,110001,2.0,0.164,2,0.05,0.0,12.6,30.0,1,80.0,0.125,60.8,1,81.9,58.8
2025-06-01 11:07:29,2987457,Anitha Reddy,SB00003682,Current,9276073349,602117,Purchase Category H,Net Banking,50.0,103.208.202.163,Trident/7.0,COLL82,0,Normal,323.0,Priya Sharma,602117,1.0,0.311,2,0.34,0.0,17.6,30.0,1,80.0,0.005,9.6,0,16.9,31.0
2025-06-01 11:07:37,2987458,Arjun Sharma,SB00001893,Savings,9172851121,560001,Purchase Category W,Online Transfer,3162.95,103.248.192.164,Unknown Device,COLL46,0,Normal,635.0,Karan Malhotra,560001,1.0,0.386,1,21.22,0.021,99.0,70.0,0,20.0,0.005,7.4,0,8.6,33.8
2025-06-01 11:07:45,2987459,Arjun Sharma,SB00006019,Salary,9831651650,600001,Purchase Category W,Online Transfer,43.97,103.214.129.165,Unknown Device,COLL47,0,Normal,476.0,Anjali Gupta,600001,1.0,0.183,1,0.3,0.0,13.5,70.0,0,20.0,0.005,9.7,0,24.3,16.9
2025-06-01 11:07:59,2987460,Anitha Reddy,SB00014858,Savings,9971392207,602117,Purchase Category W,Online Transfer,88.0,103.6.212.166,Unknown Device,COLL12,0,Normal,575.0,Priya Sharma,602117,1.0,0.301,2,0.59,0.001,19.3,70.0,0,20.0,0.005,11.0,0,12.8,15.8
2025-06-01 11:08:03,2987461,Balaji Natarajan,SB00010616,Salary,9790185023,600001,Purchase Category S,Mobile Banking,7.0,103.127.223.167,rv:57.0,COLL31,0,Normal,76.0,Anjali Gupta,600001,3.0,0.206,1,0.05,0.0,10.2,30.0,1,80.0,0.125,60.7,0,22.9,43.5
2025-06-01 11:08:05,2987462,Arun Menon,SB00007508,Salary,9590145987,110001,Purchase Category H,Net Banking,150.0,103.1.215.168,Windows,COLL57,0,Normal,93.0,Priya Sharma,110001,2.0,0.344,2,1.01,0.001,27.8,85.0,0,15.0,0.005,8.7,0,5.3,14.2
2025-06-01 11:08:45,2987463,Rahul Gupta,SB00006004,Savings,9172426613,602117,Purchase Category H,Net Banking,100.0,103.37.118.169,SM-G950U Build/NRD90M,COLL12,0,Normal,252.0,Priya Sharma,602117,2.0,0.399,1,0.67,0.001,20.2,30.0,1,80.0,0.005,11.5,0,8.8,30.1
2025-06-01 11:09:34,2987464,Arun Menon,SB00002336,Salary,9996101977,600040,Purchase Category W,Online Transfer,146.0,103.194.54.170,Unknown Device,COLL49,0,Normal,80.0,Karan Malhotra,600040,1.0,0.14,2,0.98,0.001,27.9,70.0,0,20.0,0.005,10.3,0,10.0,17.1
2025-06-01 11:09:38,2987465,Deepa Krishnan,SB00015885,Salary,9166080887,400001,Purchase Category C,Net Banking,16.31,103.197.243.171,Unknown Device,COLL74,0,Normal,443.0,Priya Sharma,400001,2.0,0.151,2,0.11,0.0,12.1,70.0,0,20.0,0.125,60.3,1,87.9,45.1
2025-06-01 11:09:56,2987466,Balaji Natarajan,SB00002803,Current,9488978134,560001,Purchase Category R,Mobile Banking,50.0,103.83.154.172,iOS Device,COLL55,0,Normal,71.0,Karan Malhotra,560001,3.0,0.23,1,0.34,0.0,16.8,90.0,0,10.0,0.005,10.1,0,20.5,14.3
2025-06-01 11:10:09,2987467,Arun Menon,SB00003682,Salary,9856183161,602117,Purchase Category H,Net Banking,75.0,103.171.204.173,SAMSUNG SM-G930T Build/NRD90M,COLL10,0,Normal,50.0,Priya Sharma,602117,3.0,0.335,2,0.5,0.0,19.5,90.0,0,10.0,0.005,10.7,0,13.7,13.5
2025-06-01 11:10:12,2987468,Suresh Babu,SB00001214,Current,9437299336,600001,Purchase Category W,Online Transfer,200.0,103.72.192.174,Unknown Device,COLL52,0,Normal,487.0,Anjali Gupta,600001,3.0,0.295,2,1.34,0.001,34.4,70.0,0,20.0,0.005,7.0,0,24.9,21.6
2025-06-01 11:10:20,2987469,Arjun Sharma,SB00015066,Savings,9804602380,600040,Purchase Category S,Mobile Banking,40.0,103.180.224.175,iOS Device,COLL83,0,Normal,464.0,Karan Malhotra,600040,2.0,0.12,2,0.27,0.0,19.0,90.0,0,10.0,0.125,57.4,0,13.3,24.9
2025-06-01 11:10:58,2987470,Lakshmi Iyer,SB00010960,Salary,9920272075,110001,Purchase Category W,Online Transfer,58.95,103.205.68.176,Unknown Device,COLL36,0,Normal,585.0,Priya Sharma,110001,1.0,0.293,2,0.4,0.0,19.1,70.0,0,20.0,0.005,7.4,0,21.3,16.9
2025-06-01 11:11:00,2987471,Rahul Gupta,SB00018132,Savings,9847729756,110001,Purchase Category W,Online Transfer,30.95,103.58.70.177,Unknown Device,COLL73,0,Normal,176.0,Anjali Gupta,110001,1.0,0.14,2,0.21,0.0,13.1,70.0,0,20.0,0.005,16.7,0,20.7,17.6
2025-06-01 11:11:37,2987472,Rahul Gupta,SB00013481,Savings,9413930433,600001,Purchase Category W,Online Transfer,140.0,103.191.12.178,Unknown Device,COLL26,0,Normal,654.0,Karan Malhotra,600001,2.0,0.147,2,0.94,0.001,20.7,70.0,0,20.0,0.005,11.6,0,13.2,16.4
2025-06-01 11:12:09,2987473,Lakshmi Iyer,SB00017131,Current,9778648723,110001,Purchase Category W,Online Transfer,58.95,103.180.107.179,Unknown Device,COLL28,0,Normal,233.0,Priya Sharma,110001,1.0,0.144,1,0.4,0.0,14.3,70.0,0,20.0,0.005,9.3,0,7.3,12.7
2025-06-01 11:12:13,2987474,Vijay Kumar,SB00002845,Current,9942390088,110001,Purchase Category W,Online Transfer,82.95,103.252.58.180,Unknown Device,COLL27,0,Normal,32.0,Karan Malhotra,110001,2.0,0.126,1,0.56,0.001,20.7,70.0,0,20.0,0.005,12.3,0,14.9,17.0
2025-06-01 11:13:12,2987475,Vijay Kumar,SB00015066,Savings,9186192369,600040,Purchase Category W,Online Transfer,67.95,103.246.51.181,Unknown Device,COLL72,0,Normal,514.0,Anjali Gupta,600040,2.0,0.295,2,0.46,0.0,12.6,70.0,0,20.0,0.005,13.7,0,9.7,14.0
2025-06-01 11:14:18,2987476,Sindhu Rao,SB00007585,Savings,9607501149,600001,Purchase Category C,UPI Payment,37.76,103.192.223.182,Windows,COLL30,0,Normal,558.0,Anjali Gupta,600001,2.0,0.282,1,0.25,0.0,17.5,85.0,0,15.0,0.125,58.6,0,22.1,28.3
2025-06-01 11:14:23,2987477,Lakshmi Iyer,SB00003570,Salary,9478994372,600040,Purchase Category W,Online Transfer,100.0,103.160.50.183,Unknown Device,COLL13,0,Normal,555.0,Anjali Gupta,600040,3.0,0.298,2,0.67,0.001,22.8,70.0,0,20.0,0.005,14.2,0,16.6,18.4
2025-06-01 11:14:25,2987478,Balaji Natarajan,SB00011199,Current,9764256503,600001,Purchase Category W,Online Transfer,335.0,103.219.207.184,Unknown Device,COLL55,0,Normal,104.0,Priya Sharma,600001,2.0,0.123,1,2.25,0.002,44.6,70.0,0,20.0,0.005,16.6,0,22.0,25.8
2025-06-01 11:15:11,2987479,Vijay Kumar,SB00012839,Current,9890039083,110001,Purchase Category W,Online Transfer,57.95,103.251.172.185,Unknown Device,COLL99,0,Normal,140.0,Anjali Gupta,110001,2.0,0.239,2,0.39,0.0,11.8,70.0,0,20.0,0.005,11.5,0,24.3,16.9
2025-06-01 11:15:38,2987480,Sindhu Rao,SB00010486,Salary,9623829584,560001,Purchase Category W,Online Transfer,59.0,103.206.225.186,Unknown Device,COLL21,0,Normal,547.0,Priya Sharma,560001,3.0,0.162,1,0.4,0.0,14.5,70.0,0,20.0,0.005,12.1,0,18.2,16.2
2025-06-01 11:15:55,2987481,Meena Pillai,SB00016075,Salary,9129297349,560001,Purchase Category W,Online Transfer,109.0,103.128.247.187,Unknown Device,COLL45,0,Normal,477.0,Anjali Gupta,560001,2.0,0.325,2,0.73,0.001,23.4,70.0,0,20.0,0.005,16.4,0,6.0,16.4
2025-06-01 11:16:21,2987482,Meena Pillai,SB00016873,Current,9410317787,600001,Purchase Category H,Net Banking,25.0,103.67.66.188,Windows,COLL59,0,Normal,671.0,Anjali Gupta,600001,2.0,0.265,2,0.17,0.0,16.9,85.0,0,15.0,0.005,13.7,0,9.1,13.7
2025-06-01 11:16:51,2987483,Suresh Babu,SB00002803,Current,9260712239,560001,Purchase Category W,Online Transfer,68.95,103.40.66.189,Unknown Device,COLL32,0,Normal,373.0,Karan Malhotra,560001,2.0,0.18,1,0.46,0.0,19.1,70.0,0,20.0,0.005,15.0,0,13.3,16.9
2025-06-01 11:17:01,2987484,Anitha Reddy,SB00011207,Savings,9269744711,600001,Purchase Category W,Online Transfer,31.95,103.96.15.190,Unknown Device,COLL14,0,Normal,445.0,Karan Malhotra,600001,1.0,0.31,1,0.21,0.0,11.0,70.0,0,20.0,0.005,8.4,0,14.8,13.6
2025-06-01 11:17:02,2987485,Manoj Patel,SB00018092,Savings,9736545226,600001,Purchase Category H,Net Banking,25.0,103.32.116.191,MacOS,COLL99,0,Normal,611.0,Karan Malhotra,600001,1.0,0.257,1,0.17,0.0,9.2,85.0,0,15.0,0.005,10.9,0,20.5,13.9
2025-06-01 11:17:20,2987486,Rahul Gupta,SB00002392,Salary,9554158940,602117,Purchase Category W,Online Transfer,20.0,103.48.140.192,Unknown Device,COLL54,0,Normal,33.0,Karan Malhotra,602117,2.0,0.322,1,0.13,0.0,9.8,70.0,0,20.0,0.005,8.4,0,8.2,11.6
2025-06-01 11:17:22,2987487,Vijay Kumar,SB00012598,Savings,9239514023,110001,Purchase Category W,Online Transfer,59.0,103.210.75.193,Unknown Device,COLL81,0,Normal,201.0,Anjali Gupta,110001,1.0,0.102,2,0.4,0.0,15.9,70.0,0,20.0,0.005,15.7,0,23.7,18.8
2025-06-01 11:17:22,2987488,Suresh Babu,SB00015885,Salary,9244623381,400001,Purchase Category C,Net Banking,15.1,103.114.237.194,Windows,COLL25,0,Normal,132.0,Anjali Gupta,400001,2.0,0.138,1,0.1,0.0,12.8,85.0,0,15.0,0.125,56.2,1,94.5,44.6
2025-06-01 11:17:25,2987489,Rahul Gupta,SB00003154,Salary,9582132569,602117,Purchase Category C,UPI Payment,8.7,103.9.161.195,Blade V6 Plus Build/MRA58K,COLL73,0,Normal,428.0,Priya Sharma,602117,3.0,0.379,1,0.06,0.0,13.6,30.0,1,80.0,0.125,56.2,1,94.2,61.0
2025-06-01 11:18:36,2987490,Meena Pillai,SB00006019,Salary,9449843432,600001,Purchase Category H,Net Banking,100.0,103.157.121.196,iOS Device,COLL94,0,Normal,123.0,Anjali Gupta,600001,2.0,0.106,1,0.67,0.001,17.5,90.0,0,10.0,0.005,14.8,0,7.5,12.4
2025-06-01 11:18:39,2987491,Karthik Rajan,SB00014035,Current,9641621155,110001,Purchase Category W,Online Transfer,150.0,103.32.89.197,Unknown Device,COLL11,0,Normal,200.0,Priya Sharma,110001,3.0,0.345,1,1.01,0.001,26.9,70.0,0,20.0,0.005,8.4,0,23.2,19.6
2025-06-01 11:18:46,2987492,Arjun Sharma,SB00005613,Current,9307625048,400001,Purchase Category W,Online Transfer,350.23,103.79.64.198,Unknown Device,COLL63,0,Normal,688.0,Priya Sharma,400001,3.0,0.331,2,2.35,0.002,47.8,70.0,0,20.0,0.005,12.6,0,14.0,23.6
2025-06-01 11:19:06,2987493,Rahul Gupta,SB00016132,Savings,9157071630,110001,Purchase Category W,Online Transfer,200.0,103.30.233.199,Unknown Device,COLL63,0,Normal,487.0,Anjali Gupta,110001,1.0,0.212,1,1.34,0.001,32.1,70.0,0,20.0,0.005,7.4,0,9.5,17.2
2025-06-01 11:19:28,2987494,Deepa Krishnan,SB00014823,Salary,9691615149,110001,Purchase Category W,Online Transfer,303.95,103.180.214.200,Unknown Device,COLL64,0,Normal,201.0,Anjali Gupta,110001,3.0,0.119,1,2.04,0.002,42.9,70.0,0,20.0,0.005,13.7,0,16.7,23.3
2025-06-01 11:19:55,2987495,Karthik Rajan,SB00008394,Salary,9210768396,560001,Purchase Category W,Online Transfer,250.0,103.49.63.201,Unknown Device,COLL70,0,Normal,96.0,Priya Sharma,560001,3.0,0.166,2,1.68,0.002,31.7,70.0,0,20.0,0.005,15.7,0,24.1,22.9
2025-06-01 11:20:03,2987496,Lakshmi Iyer,SB00017129,Savings,9322394862,110001,Purchase Category W,Online Transfer,107.95,103.61.58.202,Unknown Device,COLL79,0,Normal,607.0,Priya Sharma,110001,1.0,0.113,2,0.72,0.001,15.9,70.0,0,20.0,0.005,13.1,0,22.8,17.9
2025-06-01 11:20:29,2987497,Arjun Sharma,SB00012686,Current,9195540252,400001,Purchase Category W,Online Transfer,39.0,103.170.9.203,Unknown Device,COLL93,0,Normal,216.0,Anjali Gupta,400001,2.0,0.306,1,0.26,0.0,10.3,70.0,0,20.0,0.005,8.8,0,19.4,14.6
2025-06-01 11:20:51,2987498,Meena Pillai,SB00007377,Savings,9933104303,110001,Purchase Category W,Online Transfer,100.0,103.128.90.204,Unknown Device,COLL52,0,Normal,543.0,Priya Sharma,110001,2.0,0.348,2,0.67,0.001,20.8,70.0,0,20.0,0.005,16.0,0,24.2,20.2
2025-06-01 11:21:01,2987499,Rahul Gupta,SB00005812,Current,9641751539,602117,Purchase Category C,Mobile Banking,9.43,103.164.226.205,Windows,COLL47,0,Normal,424.0,Anjali Gupta,602117,3.0,0.238,2,0.06,0.0,6.5,85.0,0,15.0,0.125,55.8,1,87.9,41.3
2025-06-01 11:21:06,2987500,Sindhu Rao,SB00015242,Savings,9724246553,110001,Purchase Category W,Online Transfer,108.5,103.245.20.206,Unknown Device,COLL32,0,Normal,640.0,Anjali Gupta,110001,1.0,0.357,1,0.73,0.001,23.5,70.0,0,20.0,0.005,10.5,0,8.1,15.5
2025-06-01 11:21:21,2987501,Karthik Rajan,SB00009026,Current,9175291611,400001,Purchase Category C,UPI Payment,27.79,103.45.128.207,Unknown Device,COLL49,0,Normal,107.0,Karan Malhotra,400001,2.0,0.31,1,0.19,0.0,8.3,70.0,0,20.0,0.125,57.3,1,86.6,43.0
2025-06-01 11:21:28,2987502,Arun Menon,SB00002803,Current,9123273585,560001,Purchase Category W,Online Transfer,68.95,103.190.15.208,Unknown Device,COLL87,0,Normal,405.0,Priya Sharma,560001,2.0,0.278,2,0.46,0.0,17.9,70.0,0,20.0,0.005,13.2,0,5.3,14.1
2025-06-01 11:21:48,2987503,Priya Nair,SB00009992,Salary,9370870835,400001,Purchase Category W,Online Transfer,36.95,103.211.213.209,Unknown Device,COLL87,0,Normal,358.0,Karan Malhotra,400001,1.0,0.277,1,0.25,0.0,12.9,70.0,0,20.0,0.005,9.2,0,10.7,13.2
2025-06-01 11:21:52,2987504,Arun Menon,SB00007508,Savings,9959788172,110001,Purchase Category H,Net Banking,50.0,103.60.108.210,Windows,COLL83,0,Normal,146.0,Anjali Gupta,110001,3.0,0.378,1,0.34,0.0,18.4,85.0,0,15.0,0.005,8.2,0,9.2,12.7
2025-06-01 11:22:20,2987505,Arjun Sharma,SB00018092,Current,9303173387,600001,Purchase Category H,Net Banking,25.0,103.38.94.211,MacOS,COLL90,0,Normal,535.0,Karan Malhotra,600001,1.0,0.228,2,0.17,0.0,13.5,85.0,0,15.0,0.005,8.3,0,23.0,14.9
2025-06-01 11:22:36,2987506,Sindhu Rao,SB00006697,Salary,9710585292,110001,Purchase Category W,Online Transfer,424.95,103.220.81.212,Unknown Device,COLL49,0,Normal,649.0,Priya Sharma,110001,1.0,0.247,1,2.85,0.003,56.7,70.0,0,20.0,0.005,10.2,0,17.3,26.1
2025-06-01 11:23:17,2987507,Priya Nair,SB00018132,Savings,9176353964,110001,Purchase Category W,Online Transfer,120.0,103.85.174.213,Unknown Device,COLL52,0,Normal,289.0,Priya Sharma,110001,3.0,0.34,2,0.81,0.001,18.7,70.0,0,20.0,0.005,10.7,0,11.4,15.2
2025-06-01 11:24:29,2987508,Priya Nair,SB00007508,Current,9673251853,110001,Purchase Category H,Net Banking,150.0,103.18.91.214,Windows,COLL47,0,Normal,266.0,Priya Sharma,110001,3.0,0.248,2,1.01,0.001,20.3,85.0,0,15.0,0.005,10.6,0,14.8,15.2
2025-06-01 11:25:04,2987509,Priya Nair,SB00002616,Savings,9158163080,400001,Purchase Category W,Online Transfer,3000.0,103.39.155.215,Unknown Device,COLL87,0,Normal,679.0,Anjali Gupta,400001,2.0,0.366,1,20.13,0.02,99.0,70.0,0,20.0,0.005,14.4,0,11.6,36.2
